,precipitacao (mm)-1,temperatura (°C)-1,umidade ar (%)-1,t-1,t-2,t-3,densidade_demografica
6088,25.0,64.0,70.0,29.0,12.0,1.0,70.70696811202968
6089,22.0,62.0,72.0,34.0,29.0,12.0,70.70696811202968
6090,21.0,73.0,72.0,38.0,34.0,29.0,70.70696811202968
6091,22.0,12.0,70.0,7.0,38.0,34.0,70.70696811202968
6092,23.0,6.0,63.0,2.0,7.0,38.0,70.70696811202968
6093,24.0,100.0,74.0,2.0,2.0,7.0,70.70696811202968
6094,25.0,14.0,74.0,0.0,2.0,2.0,70.70696811202968
6095,26.0,166.0,77.0,1.0,0.0,2.0,70.70696811202968
6096,28.0,81.0,60.0,1.0,1.0,0.0,162.05106898831832
6097,29.0,154.0,59.0,0.0,1.0,1.0,162.05106898831832
6098,28.0,165.0,66.0,0.0,0.0,1.0,162.05106898831832
6099,26.0,243.0,71.0,2.0,0.0,0.0,162.05106898831832
6100,25.0,64.0,70.0,10.0,2.0,0.0,162.05106898831832
6101,22.0,62.0,72.0,20.0,10.0,2.0,162.05106898831832
6102,21.0,73.0,72.0,11.0,20.0,10.0,162.05106898831832
6103,22.0,12.0,70.0,4.0,11.0,20.0,162.05106898831832
6104,23.0,6.0,63.0,3.0,4.0,11.0,162.05106898831832
6105,24.0,100.0,74.0,1.0,3.0,4.0,162.05106898831832
6106,25.0,14.0,74.0,2.0,1.0,3.0,162.05106898831832
6107,26.0,166.0,77.0,9.0,2.0,1.0,162.05106898831832
6108,28.0,81.0,60.0,0.0,0.0,1.0,96.56673254281952
6109,29.0,154.0,59.0,0.0,0.0,0.0,96.56673254281952
6110,28.0,165.0,66.0,0.0,0.0,0.0,96.56673254281952
6111,26.0,243.0,71.0,0.0,0.0,0.0,96.56673254281952
6112,25.0,64.0,70.0,20.0,0.0,0.0,96.56673254281952
6113,22.0,62.0,72.0,21.0,20.0,0.0,96.56673254281952
6114,21.0,73.0,72.0,4.0,21.0,20.0,96.56673254281952
6115,22.0,12.0,70.0,2.0,4.0,21.0,96.56673254281952
6116,23.0,6.0,63.0,5.0,2.0,4.0,96.56673254281952
6117,24.0,100.0,74.0,0.0,5.0,2.0,96.56673254281952
6118,25.0,14.0,74.0,0.0,0.0,5.0,96.56673254281952
6119,26.0,166.0,77.0,4.0,0.0,0.0,96.56673254281952
6120,28.0,81.0,60.0,0.0,0.0,1.0,112.01846068429457
6121,29.0,154.0,59.0,1.0,0.0,0.0,112.01846068429457
6122,28.0,165.0,66.0,1.0,1.0,0.0,112.01846068429457
6123,26.0,243.0,71.0,2.0,1.0,1.0,112.01846068429457
6124,25.0,64.0,70.0,6.0,2.0,1.0,112.01846068429457
6125,22.0,62.0,72.0,21.0,6.0,2.0,112.01846068429457
6126,21.0,73.0,72.0,5.0,21.0,6.0,112.01846068429457
6127,22.0,12.0,70.0,9.0,5.0,21.0,112.01846068429457
6128,23.0,6.0,63.0,3.0,9.0,5.0,112.01846068429457
6129,24.0,100.0,74.0,3.0,3.0,9.0,112.01846068429457
6130,25.0,14.0,74.0,0.0,3.0,3.0,112.01846068429457
6131,26.0,166.0,77.0,1.0,0.0,3.0,112.01846068429457
6132,28.0,81.0,60.0,0.0,0.0,0.0,24.158232949035664
6133,29.0,154.0,59.0,0.0,0.0,0.0,24.158232949035664
6134,28.0,165.0,66.0,1.0,0.0,0.0,24.158232949035664
6135,26.0,243.0,71.0,1.0,1.0,0.0,24.158232949035664
6136,25.0,64.0,70.0,9.0,1.0,1.0,24.158232949035664
6137,22.0,62.0,72.0,5.0,9.0,1.0,24.158232949035664
6138,21.0,73.0,72.0,2.0,5.0,9.0,24.158232949035664
6139,22.0,12.0,70.0,1.0,2.0,5.0,24.158232949035664
6140,23.0,6.0,63.0,5.0,1.0,2.0,24.158232949035664
6141,24.0,100.0,74.0,1.0,5.0,1.0,24.158232949035664
6142,25.0,14.0,74.0,1.0,1.0,5.0,24.158232949035664
6143,26.0,166.0,77.0,3.0,1.0,1.0,24.158232949035664
6144,28.0,81.0,60.0,0.0,0.0,0.0,146.51178190736718
6145,29.0,154.0,59.0,0.0,0.0,0.0,146.51178190736718
6146,28.0,165.0,66.0,0.0,0.0,0.0,146.51178190736718
6147,26.0,243.0,71.0,1.0,0.0,0.0,146.51178190736718
6148,25.0,64.0,70.0,4.0,1.0,0.0,146.51178190736718
6149,22.0,62.0,72.0,7.0,4.0,1.0,146.51178190736718
6150,21.0,73.0,72.0,3.0,7.0,4.0,146.51178190736718
6151,22.0,12.0,70.0,3.0,3.0,7.0,146.51178190736718
6152,23.0,6.0,63.0,0.0,3.0,3.0,146.51178190736718
6153,24.0,100.0,74.0,1.0,0.0,3.0,146.51178190736718
6154,25.0,14.0,74.0,0.0,1.0,0.0,146.51178190736718
6155,26.0,166.0,77.0,1.0,0.0,1.0,146.51178190736718
6156,28.0,81.0,60.0,0.0,0.0,0.0,89.23961598192854
6157,29.0,154.0,59.0,0.0,0.0,0.0,89.23961598192854
6158,28.0,165.0,66.0,0.0,0.0,0.0,89.23961598192854
6159,26.0,243.0,71.0,0.0,0.0,0.0,89.23961598192854
6160,25.0,64.0,70.0,2.0,0.0,0.0,89.23961598192854
6161,22.0,62.0,72.0,2.0,2.0,0.0,89.23961598192854
6162,21.0,73.0,72.0,1.0,2.0,2.0,89.23961598192854
6163,22.0,12.0,70.0,0.0,1.0,2.0,89.23961598192854
6164,23.0,6.0,63.0,2.0,0.0,1.0,89.23961598192854
6165,24.0,100.0,74.0,3.0,2.0,0.0,89.23961598192854
6166,25.0,14.0,74.0,2.0,3.0,2.0,89.23961598192854
6167,26.0,166.0,77.0,2.0,2.0,3.0,89.23961598192854
6168,28.0,81.0,60.0,1.0,0.0,0.0,36.26506352087114
6169,29.0,154.0,59.0,0.0,1.0,0.0,36.26506352087114
6170,28.0,165.0,66.0,0.0,0.0,1.0,36.26506352087114
6171,26.0,243.0,71.0,4.0,0.0,0.0,36.26506352087114
6172,25.0,64.0,70.0,16.0,4.0,0.0,36.26506352087114
6173,22.0,62.0,72.0,24.0,16.0,4.0,36.26506352087114
6174,21.0,73.0,72.0,19.0,24.0,16.0,36.26506352087114
6175,22.0,12.0,70.0,5.0,19.0,24.0,36.26506352087114
6176,23.0,6.0,63.0,5.0,5.0,19.0,36.26506352087114
6177,24.0,100.0,74.0,2.0,5.0,5.0,36.26506352087114
6178,25.0,14.0,74.0,4.0,2.0,5.0,36.26506352087114
6179,26.0,166.0,77.0,8.0,4.0,2.0,36.26506352087114
6180,28.0,81.0,60.0,0.0,0.0,0.0,123.85606578001438
6181,29.0,154.0,59.0,1.0,0.0,0.0,123.85606578001438
6182,28.0,165.0,66.0,3.0,1.0,0.0,123.85606578001438
6183,26.0,243.0,71.0,1.0,3.0,1.0,123.85606578001438
6184,25.0,64.0,70.0,6.0,1.0,3.0,123.85606578001438
6185,22.0,62.0,72.0,19.0,6.0,1.0,123.85606578001438
6186,21.0,73.0,72.0,8.0,19.0,6.0,123.85606578001438
6187,22.0,12.0,70.0,4.0,8.0,19.0,123.85606578001438
6188,23.0,6.0,63.0,3.0,4.0,8.0,123.85606578001438
6189,24.0,100.0,74.0,1.0,3.0,4.0,123.85606578001438
6190,25.0,14.0,74.0,1.0,1.0,3.0,123.85606578001438
6191,26.0,166.0,77.0,5.0,1.0,1.0,123.85606578001438
6192,28.0,81.0,60.0,2.0,0.0,1.0,120.11111111111109
6193,29.0,154.0,59.0,1.0,2.0,0.0,120.11111111111109
6194,28.0,165.0,66.0,3.0,1.0,2.0,120.11111111111109
6195,26.0,243.0,71.0,10.0,3.0,1.0,120.11111111111109
6196,25.0,64.0,70.0,31.0,10.0,3.0,120.11111111111109
6197,22.0,62.0,72.0,32.0,31.0,10.0,120.11111111111109
6198,21.0,73.0,72.0,16.0,32.0,31.0,120.11111111111109
6199,22.0,12.0,70.0,5.0,16.0,32.0,120.11111111111109
6200,23.0,6.0,63.0,3.0,5.0,16.0,120.11111111111109
6201,24.0,100.0,74.0,0.0,3.0,5.0,120.11111111111109
6202,25.0,14.0,74.0,1.0,0.0,3.0,120.11111111111109
6203,26.0,166.0,77.0,0.0,1.0,0.0,120.11111111111109
6204,28.0,81.0,60.0,0.0,0.0,2.0,181.28749490004083
6205,29.0,154.0,59.0,1.0,0.0,0.0,181.28749490004083
6206,28.0,165.0,66.0,1.0,1.0,0.0,181.28749490004083
6207,26.0,243.0,71.0,1.0,1.0,1.0,181.28749490004083
6208,25.0,64.0,70.0,4.0,1.0,1.0,181.28749490004083
6209,22.0,62.0,72.0,9.0,4.0,1.0,181.28749490004083
6210,21.0,73.0,72.0,4.0,9.0,4.0,181.28749490004083
6211,22.0,12.0,70.0,8.0,4.0,9.0,181.28749490004083
6212,23.0,6.0,63.0,0.0,8.0,4.0,181.28749490004083
6213,24.0,100.0,74.0,1.0,0.0,8.0,181.28749490004083
6214,25.0,14.0,74.0,1.0,1.0,0.0,181.28749490004083
6215,26.0,166.0,77.0,0.0,1.0,1.0,181.28749490004083
6216,28.0,81.0,60.0,0.0,5.0,2.0,70.5901920917083
6217,29.0,154.0,59.0,3.0,0.0,5.0,70.5901920917083
6218,28.0,165.0,66.0,6.0,3.0,0.0,70.5901920917083
6219,26.0,243.0,71.0,4.0,6.0,3.0,70.5901920917083
6220,25.0,64.0,70.0,37.0,4.0,6.0,70.5901920917083
6221,22.0,62.0,72.0,26.0,37.0,4.0,70.5901920917083
6222,21.0,73.0,72.0,20.0,26.0,37.0,70.5901920917083
6223,22.0,12.0,70.0,5.0,20.0,26.0,70.5901920917083
6224,23.0,6.0,63.0,2.0,5.0,20.0,70.5901920917083
6225,24.0,100.0,74.0,0.0,2.0,5.0,70.5901920917083
6226,25.0,14.0,74.0,1.0,0.0,2.0,70.5901920917083
6227,26.0,166.0,77.0,4.0,1.0,0.0,70.5901920917083
6228,28.0,81.0,60.0,0.0,0.0,1.0,12.52915167691772
6229,29.0,154.0,59.0,0.0,0.0,0.0,12.52915167691772
6230,28.0,165.0,66.0,1.0,0.0,0.0,12.52915167691772
6231,26.0,243.0,71.0,4.0,1.0,0.0,12.52915167691772
6232,25.0,64.0,70.0,16.0,4.0,1.0,12.52915167691772
6233,22.0,62.0,72.0,16.0,16.0,4.0,12.52915167691772
6234,21.0,73.0,72.0,4.0,16.0,16.0,12.52915167691772
6235,22.0,12.0,70.0,4.0,4.0,16.0,12.52915167691772
6236,23.0,6.0,63.0,1.0,4.0,4.0,12.52915167691772
6237,24.0,100.0,74.0,0.0,1.0,4.0,12.52915167691772
6238,25.0,14.0,74.0,0.0,0.0,1.0,12.52915167691772
6239,26.0,166.0,77.0,2.0,0.0,0.0,12.52915167691772
6240,28.0,81.0,60.0,0.0,1.0,0.0,148.16233923804904
6241,29.0,154.0,59.0,0.0,0.0,1.0,148.16233923804904
6242,28.0,165.0,66.0,1.0,0.0,0.0,148.16233923804904
6243,26.0,243.0,71.0,2.0,1.0,0.0,148.16233923804904
6244,25.0,64.0,70.0,7.0,2.0,1.0,148.16233923804904
6245,22.0,62.0,72.0,10.0,7.0,2.0,148.16233923804904
6246,21.0,73.0,72.0,6.0,10.0,7.0,148.16233923804904
6247,22.0,12.0,70.0,1.0,6.0,10.0,148.16233923804904
6248,23.0,6.0,63.0,3.0,1.0,6.0,148.16233923804904
6249,24.0,100.0,74.0,0.0,3.0,1.0,148.16233923804904
6250,25.0,14.0,74.0,0.0,0.0,3.0,148.16233923804904
6251,26.0,166.0,77.0,2.0,0.0,0.0,148.16233923804904
6252,28.0,81.0,60.0,0.0,0.0,0.0,61.88169514264294
6253,29.0,154.0,59.0,0.0,0.0,0.0,61.88169514264294
6254,28.0,165.0,66.0,0.0,0.0,0.0,61.88169514264294
6255,26.0,243.0,71.0,0.0,0.0,0.0,61.88169514264294
6256,25.0,64.0,70.0,0.0,0.0,0.0,61.88169514264294
6257,22.0,62.0,72.0,0.0,0.0,0.0,61.88169514264294
6258,21.0,73.0,72.0,0.0,0.0,0.0,61.88169514264294
6259,22.0,12.0,70.0,0.0,0.0,0.0,61.88169514264294
6260,23.0,6.0,63.0,0.0,0.0,0.0,61.88169514264294
6261,24.0,100.0,74.0,0.0,0.0,0.0,61.88169514264294
6262,25.0,14.0,74.0,0.0,0.0,0.0,61.88169514264294
6263,26.0,166.0,77.0,0.0,0.0,0.0,61.88169514264294
6264,28.0,81.0,60.0,1.0,3.0,2.0,69.67262114268786
6265,29.0,154.0,59.0,1.0,1.0,3.0,69.67262114268786
6266,28.0,165.0,66.0,1.0,1.0,1.0,69.67262114268786
6267,26.0,243.0,71.0,7.0,1.0,1.0,69.67262114268786
6268,25.0,64.0,70.0,20.0,7.0,1.0,69.67262114268786
6269,22.0,62.0,72.0,28.0,20.0,7.0,69.67262114268786
6270,21.0,73.0,72.0,10.0,28.0,20.0,69.67262114268786
6271,22.0,12.0,70.0,10.0,10.0,28.0,69.67262114268786
6272,23.0,6.0,63.0,1.0,10.0,10.0,69.67262114268786
6273,24.0,100.0,74.0,2.0,1.0,10.0,69.67262114268786
6274,25.0,14.0,74.0,1.0,2.0,1.0,69.67262114268786
6275,26.0,166.0,77.0,1.0,1.0,2.0,69.67262114268786
6276,28.0,81.0,60.0,0.0,1.0,2.0,127.60967539267016
6277,29.0,154.0,59.0,0.0,0.0,1.0,127.60967539267016
6278,28.0,165.0,66.0,1.0,0.0,0.0,127.60967539267016
6279,26.0,243.0,71.0,2.0,1.0,0.0,127.60967539267016
6280,25.0,64.0,70.0,22.0,2.0,1.0,127.60967539267016
6281,22.0,62.0,72.0,31.0,22.0,2.0,127.60967539267016
6282,21.0,73.0,72.0,25.0,31.0,22.0,127.60967539267016
6283,22.0,12.0,70.0,17.0,25.0,31.0,127.60967539267016
6284,23.0,6.0,63.0,7.0,17.0,25.0,127.60967539267016
6285,24.0,100.0,74.0,2.0,7.0,17.0,127.60967539267016
6286,25.0,14.0,74.0,3.0,2.0,7.0,127.60967539267016
6287,26.0,166.0,77.0,6.0,3.0,2.0,127.60967539267016
6288,28.0,81.0,60.0,1.0,0.0,0.0,140.55253563714902
6289,29.0,154.0,59.0,0.0,1.0,0.0,140.55253563714902
6290,28.0,165.0,66.0,0.0,0.0,1.0,140.55253563714902
6291,26.0,243.0,71.0,0.0,0.0,0.0,140.55253563714902
6292,25.0,64.0,70.0,12.0,0.0,0.0,140.55253563714902
6293,22.0,62.0,72.0,13.0,12.0,0.0,140.55253563714902
6294,21.0,73.0,72.0,4.0,13.0,12.0,140.55253563714902
6295,22.0,12.0,70.0,0.0,4.0,13.0,140.55253563714902
6296,23.0,6.0,63.0,1.0,0.0,4.0,140.55253563714902
6297,24.0,100.0,74.0,0.0,1.0,0.0,140.55253563714902
6298,25.0,14.0,74.0,0.0,0.0,1.0,140.55253563714902
6299,26.0,166.0,77.0,1.0,0.0,0.0,140.55253563714902
6300,28.0,81.0,60.0,0.0,0.0,0.0,165.38133546697702
6301,29.0,154.0,59.0,0.0,0.0,0.0,165.38133546697702
6302,28.0,165.0,66.0,1.0,0.0,0.0,165.38133546697702
6303,26.0,243.0,71.0,1.0,1.0,0.0,165.38133546697702
6304,25.0,64.0,70.0,3.0,1.0,1.0,165.38133546697702
6305,22.0,62.0,72.0,15.0,3.0,1.0,165.38133546697702
6306,21.0,73.0,72.0,9.0,15.0,3.0,165.38133546697702
6307,22.0,12.0,70.0,7.0,9.0,15.0,165.38133546697702
6308,23.0,6.0,63.0,9.0,7.0,9.0,165.38133546697702
6309,24.0,100.0,74.0,13.0,9.0,7.0,165.38133546697702
6310,25.0,14.0,74.0,12.0,13.0,9.0,165.38133546697702
6311,26.0,166.0,77.0,2.0,12.0,13.0,165.38133546697702
6312,28.0,81.0,60.0,0.0,0.0,1.0,130.26733048838312
6313,29.0,154.0,59.0,2.0,0.0,0.0,130.26733048838312
6314,28.0,165.0,66.0,1.0,2.0,0.0,130.26733048838312
6315,26.0,243.0,71.0,2.0,1.0,2.0,130.26733048838312
6316,25.0,64.0,70.0,4.0,2.0,1.0,130.26733048838312
6317,22.0,62.0,72.0,6.0,4.0,2.0,130.26733048838312
6318,21.0,73.0,72.0,0.0,6.0,4.0,130.26733048838312
6319,22.0,12.0,70.0,0.0,0.0,6.0,130.26733048838312
6320,23.0,6.0,63.0,0.0,0.0,0.0,130.26733048838312
6321,24.0,100.0,74.0,1.0,0.0,0.0,130.26733048838312
6322,25.0,14.0,74.0,0.0,1.0,0.0,130.26733048838312
6323,26.0,166.0,77.0,0.0,0.0,1.0,130.26733048838312
6324,28.0,81.0,60.0,2.0,0.0,0.0,135.57436088715465
6325,29.0,154.0,59.0,2.0,2.0,0.0,135.57436088715465
6326,28.0,165.0,66.0,2.0,2.0,2.0,135.57436088715465
6327,26.0,243.0,71.0,2.0,2.0,2.0,135.57436088715465
6328,25.0,64.0,70.0,19.0,2.0,2.0,135.57436088715465
6329,22.0,62.0,72.0,76.0,19.0,2.0,135.57436088715465
6330,21.0,73.0,72.0,64.0,76.0,19.0,135.57436088715465
6331,22.0,12.0,70.0,12.0,64.0,76.0,135.57436088715465
6332,23.0,6.0,63.0,7.0,12.0,64.0,135.57436088715465
6333,24.0,100.0,74.0,4.0,7.0,12.0,135.57436088715465
6334,25.0,14.0,74.0,4.0,4.0,7.0,135.57436088715465
6335,26.0,166.0,77.0,4.0,4.0,4.0,135.57436088715465
6336,28.0,81.0,60.0,1.0,1.0,0.0,80.65621689450887
6337,29.0,154.0,59.0,0.0,1.0,1.0,80.65621689450887
6338,28.0,165.0,66.0,3.0,0.0,1.0,80.65621689450887
6339,26.0,243.0,71.0,5.0,3.0,0.0,80.65621689450887
6340,25.0,64.0,70.0,12.0,5.0,3.0,80.65621689450887
6341,22.0,62.0,72.0,26.0,12.0,5.0,80.65621689450887
6342,21.0,73.0,72.0,17.0,26.0,12.0,80.65621689450887
6343,22.0,12.0,70.0,13.0,17.0,26.0,80.65621689450887
6344,23.0,6.0,63.0,10.0,13.0,17.0,80.65621689450887
6345,24.0,100.0,74.0,11.0,10.0,13.0,80.65621689450887
6346,25.0,14.0,74.0,5.0,11.0,10.0,80.65621689450887
6347,26.0,166.0,77.0,6.0,5.0,11.0,80.65621689450887
6348,28.0,81.0,60.0,2.0,0.0,6.0,133.27313915857604
6349,29.0,154.0,59.0,3.0,2.0,0.0,133.27313915857604
6350,28.0,165.0,66.0,2.0,3.0,2.0,133.27313915857604
6351,26.0,243.0,71.0,15.0,2.0,3.0,133.27313915857604
6352,25.0,64.0,70.0,67.0,15.0,2.0,133.27313915857604
6353,22.0,62.0,72.0,123.0,67.0,15.0,133.27313915857604
6354,21.0,73.0,72.0,157.0,123.0,67.0,133.27313915857604
6355,22.0,12.0,70.0,89.0,157.0,123.0,133.27313915857604
6356,23.0,6.0,63.0,53.0,89.0,157.0,133.27313915857604
6357,24.0,100.0,74.0,23.0,53.0,89.0,133.27313915857604
6358,25.0,14.0,74.0,37.0,23.0,53.0,133.27313915857604
6359,26.0,166.0,77.0,38.0,37.0,23.0,133.27313915857604
6360,28.0,81.0,60.0,1.0,0.0,0.0,30.096994173227163
6361,29.0,154.0,59.0,0.0,1.0,0.0,30.096994173227163
6362,28.0,165.0,66.0,0.0,0.0,1.0,30.096994173227163
6363,26.0,243.0,71.0,1.0,0.0,0.0,30.096994173227163
6364,25.0,64.0,70.0,11.0,1.0,0.0,30.096994173227163
6365,22.0,62.0,72.0,14.0,11.0,1.0,30.096994173227163
6366,21.0,73.0,72.0,11.0,14.0,11.0,30.096994173227163
6367,22.0,12.0,70.0,5.0,11.0,14.0,30.096994173227163
6368,23.0,6.0,63.0,3.0,5.0,11.0,30.096994173227163
6369,24.0,100.0,74.0,0.0,3.0,5.0,30.096994173227163
6370,25.0,14.0,74.0,0.0,0.0,3.0,30.096994173227163
6371,26.0,166.0,77.0,1.0,0.0,0.0,30.096994173227163
6372,28.0,81.0,60.0,0.0,2.0,9.0,21.46208386930795
6373,29.0,154.0,59.0,2.0,0.0,2.0,21.46208386930795
6374,28.0,165.0,66.0,3.0,2.0,0.0,21.46208386930795
6375,26.0,243.0,71.0,8.0,3.0,2.0,21.46208386930795
6376,25.0,64.0,70.0,39.0,8.0,3.0,21.46208386930795
6377,22.0,62.0,72.0,51.0,39.0,8.0,21.46208386930795
6378,21.0,73.0,72.0,12.0,51.0,39.0,21.46208386930795
6379,22.0,12.0,70.0,10.0,12.0,51.0,21.46208386930795
6380,23.0,6.0,63.0,10.0,10.0,12.0,21.46208386930795
6381,24.0,100.0,74.0,1.0,10.0,10.0,21.46208386930795
6382,25.0,14.0,74.0,2.0,1.0,10.0,21.46208386930795
6383,26.0,166.0,77.0,9.0,2.0,1.0,21.46208386930795
6384,28.0,81.0,60.0,0.0,1.0,0.0,414.50922767242287
6385,29.0,154.0,59.0,1.0,0.0,1.0,414.50922767242287
6386,28.0,165.0,66.0,1.0,1.0,0.0,414.50922767242287
6387,26.0,243.0,71.0,2.0,1.0,1.0,414.50922767242287
6388,25.0,64.0,70.0,7.0,2.0,1.0,414.50922767242287
6389,22.0,62.0,72.0,6.0,7.0,2.0,414.50922767242287
6390,21.0,73.0,72.0,4.0,6.0,7.0,414.50922767242287
6391,22.0,12.0,70.0,3.0,4.0,6.0,414.50922767242287
6392,23.0,6.0,63.0,6.0,3.0,4.0,414.50922767242287
6393,24.0,100.0,74.0,0.0,6.0,3.0,414.50922767242287
6394,25.0,14.0,74.0,1.0,0.0,6.0,414.50922767242287
6395,26.0,166.0,77.0,0.0,1.0,0.0,414.50922767242287
6396,28.0,81.0,60.0,0.0,0.0,1.0,263.5704857928506
6397,29.0,154.0,59.0,1.0,0.0,0.0,263.5704857928506
6398,28.0,165.0,66.0,0.0,1.0,0.0,263.5704857928506
6399,26.0,243.0,71.0,3.0,0.0,1.0,263.5704857928506
6400,25.0,64.0,70.0,4.0,3.0,0.0,263.5704857928506
6401,22.0,62.0,72.0,11.0,4.0,3.0,263.5704857928506
6402,21.0,73.0,72.0,4.0,11.0,4.0,263.5704857928506
6403,22.0,12.0,70.0,3.0,4.0,11.0,263.5704857928506
6404,23.0,6.0,63.0,7.0,3.0,4.0,263.5704857928506
6405,24.0,100.0,74.0,0.0,7.0,3.0,263.5704857928506
6406,25.0,14.0,74.0,1.0,0.0,7.0,263.5704857928506
6407,26.0,166.0,77.0,0.0,1.0,0.0,263.5704857928506
6408,28.0,81.0,60.0,0.0,0.0,0.0,132.13619047619048
6409,29.0,154.0,59.0,0.0,0.0,0.0,132.13619047619048
6410,28.0,165.0,66.0,0.0,0.0,0.0,132.13619047619048
6411,26.0,243.0,71.0,1.0,0.0,0.0,132.13619047619048
6412,25.0,64.0,70.0,12.0,1.0,0.0,132.13619047619048
6413,22.0,62.0,72.0,18.0,12.0,1.0,132.13619047619048
6414,21.0,73.0,72.0,18.0,18.0,12.0,132.13619047619048
6415,22.0,12.0,70.0,5.0,18.0,18.0,132.13619047619048
6416,23.0,6.0,63.0,4.0,5.0,18.0,132.13619047619048
6417,24.0,100.0,74.0,1.0,4.0,5.0,132.13619047619048
6418,25.0,14.0,74.0,3.0,1.0,4.0,132.13619047619048
6419,26.0,166.0,77.0,8.0,3.0,1.0,132.13619047619048
6420,28.0,81.0,60.0,0.0,0.0,0.0,69.24477911646585
6421,29.0,154.0,59.0,1.0,0.0,0.0,69.24477911646585
6422,28.0,165.0,66.0,1.0,1.0,0.0,69.24477911646585
6423,26.0,243.0,71.0,4.0,1.0,1.0,69.24477911646585
6424,25.0,64.0,70.0,7.0,4.0,1.0,69.24477911646585
6425,22.0,62.0,72.0,8.0,7.0,4.0,69.24477911646585
6426,21.0,73.0,72.0,1.0,8.0,7.0,69.24477911646585
6427,22.0,12.0,70.0,0.0,1.0,8.0,69.24477911646585
6428,23.0,6.0,63.0,2.0,0.0,1.0,69.24477911646585
6429,24.0,100.0,74.0,0.0,2.0,0.0,69.24477911646585
6430,25.0,14.0,74.0,0.0,0.0,2.0,69.24477911646585
6431,26.0,166.0,77.0,0.0,0.0,0.0,69.24477911646585
6432,28.0,81.0,60.0,1.0,0.0,2.0,17.163254206272562
6433,29.0,154.0,59.0,0.0,1.0,0.0,17.163254206272562
6434,28.0,165.0,66.0,0.0,0.0,1.0,17.163254206272562
6435,26.0,243.0,71.0,3.0,0.0,0.0,17.163254206272562
6436,25.0,64.0,70.0,11.0,3.0,0.0,17.163254206272562
6437,22.0,62.0,72.0,22.0,11.0,3.0,17.163254206272562
6438,21.0,73.0,72.0,20.0,22.0,11.0,17.163254206272562
6439,22.0,12.0,70.0,10.0,20.0,22.0,17.163254206272562
6440,23.0,6.0,63.0,1.0,10.0,20.0,17.163254206272562
6441,24.0,100.0,74.0,0.0,1.0,10.0,17.163254206272562
6442,25.0,14.0,74.0,1.0,0.0,1.0,17.163254206272562
6443,26.0,166.0,77.0,3.0,1.0,0.0,17.163254206272562
6444,28.0,81.0,60.0,0.0,0.0,1.0,42.89463981682616
6445,29.0,154.0,59.0,0.0,0.0,0.0,42.89463981682616
6446,28.0,165.0,66.0,3.0,0.0,0.0,42.89463981682616
6447,26.0,243.0,71.0,0.0,3.0,0.0,42.89463981682616
6448,25.0,64.0,70.0,2.0,0.0,3.0,42.89463981682616
6449,22.0,62.0,72.0,2.0,2.0,0.0,42.89463981682616
6450,21.0,73.0,72.0,2.0,2.0,2.0,42.89463981682616
6451,22.0,12.0,70.0,0.0,2.0,2.0,42.89463981682616
6452,23.0,6.0,63.0,1.0,0.0,2.0,42.89463981682616
6453,24.0,100.0,74.0,0.0,1.0,0.0,42.89463981682616
6454,25.0,14.0,74.0,0.0,0.0,1.0,42.89463981682616
6455,26.0,166.0,77.0,0.0,0.0,0.0,42.89463981682616
6456,28.0,81.0,60.0,2.0,1.0,0.0,188.9024904752356
6457,29.0,154.0,59.0,2.0,2.0,1.0,188.9024904752356
6458,28.0,165.0,66.0,4.0,2.0,2.0,188.9024904752356
6459,26.0,243.0,71.0,11.0,4.0,2.0,188.9024904752356
6460,25.0,64.0,70.0,21.0,11.0,4.0,188.9024904752356
6461,22.0,62.0,72.0,8.0,21.0,11.0,188.9024904752356
6462,21.0,73.0,72.0,10.0,8.0,21.0,188.9024904752356
6463,22.0,12.0,70.0,10.0,10.0,8.0,188.9024904752356
6464,23.0,6.0,63.0,3.0,10.0,10.0,188.9024904752356
6465,24.0,100.0,74.0,0.0,3.0,10.0,188.9024904752356
6466,25.0,14.0,74.0,2.0,0.0,3.0,188.9024904752356
6467,26.0,166.0,77.0,2.0,2.0,0.0,188.9024904752356
6468,28.0,81.0,60.0,0.0,0.0,1.0,145.2178855087667
6469,29.0,154.0,59.0,0.0,0.0,0.0,145.2178855087667
6470,28.0,165.0,66.0,1.0,0.0,0.0,145.2178855087667
6471,26.0,243.0,71.0,3.0,1.0,0.0,145.2178855087667
6472,25.0,64.0,70.0,22.0,3.0,1.0,145.2178855087667
6473,22.0,62.0,72.0,21.0,22.0,3.0,145.2178855087667
6474,21.0,73.0,72.0,10.0,21.0,22.0,145.2178855087667
6475,22.0,12.0,70.0,4.0,10.0,21.0,145.2178855087667
6476,23.0,6.0,63.0,3.0,4.0,10.0,145.2178855087667
6477,24.0,100.0,74.0,3.0,3.0,4.0,145.2178855087667
6478,25.0,14.0,74.0,2.0,3.0,3.0,145.2178855087667
6479,26.0,166.0,77.0,1.0,2.0,3.0,145.2178855087667
6480,28.0,81.0,60.0,0.0,0.0,0.0,649.1618092970806
6481,29.0,154.0,59.0,1.0,0.0,0.0,649.1618092970806
6482,28.0,165.0,66.0,3.0,1.0,0.0,649.1618092970806
6483,26.0,243.0,71.0,5.0,3.0,1.0,649.1618092970806
6484,25.0,64.0,70.0,27.0,5.0,3.0,649.1618092970806
6485,22.0,62.0,72.0,49.0,27.0,5.0,649.1618092970806
